Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
Hubei Jianli (Nine Dragons Paper) power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2022,,,29.6309,113.2633,,,,,,GEM_biomass_348
Hubei Jianli (Nine Dragons Paper) power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2022,,,29.6309,113.2633,,,,,,GEM_biomass_349
Hubei Jianli (Nine Dragons Paper) power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2022,,,29.6309,113.2633,,,,,,GEM_biomass_350
Hubei Laifeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2011,,,29.3907,109.1079,,,,,,GEM_biomass_351
Hubei Qianjiang power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2020,,,30.3397,112.8917,,,,,,GEM_biomass_352
Hubei Shayang power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2019,,,30.7782,112.4885,,,,,,GEM_biomass_353
Hubei Songzi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2012,,,29.9792,111.7829,,,,,,GEM_biomass_354
Hubei Wuhan Caidian power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,30.4085,114.0337,,,,,,GEM_biomass_355
Hubei Wuhan Caidian power station,Bioenergy,Steam Turbine,PP,CN,45.0,0.47,2023,,,30.4085,114.0337,,,,,,GEM_biomass_356
Hubei Wuhan Xinghuo power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,30.6373,114.5116,,,,,,GEM_biomass_357
Hubei Wuhan Xingou power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2023,,,30.6796,113.9796,,,,,,GEM_biomass_358
Hubei Xiaogan power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,30.925,113.905,,,,,,GEM_biomass_359
Hubei Yangxin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,29.744,115.0334,,,,,,GEM_biomass_360
Hubei Yichang power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,30.695,111.5783,,,,,,GEM_biomass_361
Hubei Zhongxiang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,31.0292,112.6662,,,,,,GEM_biomass_362
Hunan Anren power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2013,,,26.7108,113.2686,,,,,,GEM_biomass_363
Hunan Changsha (Junxin) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,28.4156,112.9778,,,,,,GEM_biomass_364
Hunan Changsha (Junxin) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,28.4156,112.9778,,,,,,GEM_biomass_365
Hunan Changsha power station,Bioenergy,Steam Turbine,PP,CN,100.0,0.47,2018,,,28.4096,112.9315,,,,,,GEM_biomass_366
Hunan Chenzhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,25.8803,112.992,,,,,,GEM_biomass_367
Hunan Huaihua power station,Bioenergy,Steam Turbine,PP,CN,70.0,0.47,2021,,,27.5246,109.9391,,,,,,GEM_biomass_368
Hunan Linli power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2012,,,29.4682,111.6371,,,,,,GEM_biomass_369
Hunan Longhui power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2013,,,27.1311,111.0247,,,,,,GEM_biomass_370
Hunan Qiyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,26.4416,111.9743,,,,,,GEM_biomass_371
Hunan Shuangfeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,27.4371,112.1573,,,,,,GEM_biomass_372
Hunan Xiangtan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,27.7754,112.8327,,,,,,GEM_biomass_373
Hunan Yongshun power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,29.215,109.8233,,,,,,GEM_biomass_374
Inner Mongolia Arun Banner power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,48.0793,123.4613,,,,,,GEM_biomass_375
Inner Mongolia Hanggin Rear Banner power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,40.8961,106.8504,,,,,,GEM_biomass_376
Inner Mongolia Horqin Left Middle Banner power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,44.1285,123.2953,,,,,,GEM_biomass_377
Inner Mongolia Horqin Left Rear Banner power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2022,,,43.4465,122.2344,,,,,,GEM_biomass_378
Inner Mongolia Jalaid Banner power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,46.6524,122.9667,,,,,,GEM_biomass_379
Inner Mongolia Moridawa Daur Autonomous Banner power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,48.4652,124.515,,,,,,GEM_biomass_380
Jiangsu Changshu No.2 power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,31.7476,121.0204,,,,,,GEM_biomass_381
Jiangsu Funing power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2020,,,33.6021,119.6091,,,,,,GEM_biomass_382
Jiangsu Gaoyou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,32.7875,119.7481,,,,,,GEM_biomass_383
Jiangsu Guanyun power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,34.2559,119.2502,,,,,,GEM_biomass_384
Jiangsu Lianshui power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,34.0145,119.161,,,,,,GEM_biomass_385
Jiangsu Lianyungang power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,34.6876,119.198,,,,,,GEM_biomass_386
Jiangsu Pei County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,34.5367,116.9876,,,,,,GEM_biomass_387
Jiangsu Pizhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,34.3962,117.9371,,,,,,GEM_biomass_388
Jiangsu Sheyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,33.7688,120.1845,,,,,,GEM_biomass_389
Jiangsu Suining power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2020,,,34.1182,117.8476,,,,,,GEM_biomass_390
Jiangsu Suzhou Wuzhong District power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2019,,,31.2445,120.5458,,,,,,GEM_biomass_391
Jiangsu Suzhou Wuzhong District power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2019,,,31.2445,120.5458,,,,,,GEM_biomass_392
Jiangsu Taizhou Jiangyan District power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,32.6225,120.1762,,,,,,GEM_biomass_393
Jiangsu Wujiang power station,Bioenergy,Steam Turbine,PP,CN,60.0,0.47,2021,,,31.0794,120.7107,,,,,,GEM_biomass_394
Jiangsu Wujiang power station,Bioenergy,Steam Turbine,PP,CN,60.0,0.47,2021,,,31.0794,120.7107,,,,,,GEM_biomass_395
Jiangsu Xiangshui power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,34.22,119.7481,,,,,,GEM_biomass_396
Jiangsu Xuyi (Zhengzhao) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2013,,,33.0603,118.556,,,,,,GEM_biomass_397
Jiangsu Xuyi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,32.9653,118.5644,,,,,,GEM_biomass_398
Jiangsu Xuzhou Tongshan District power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,34.1415,117.2003,,,,,,GEM_biomass_399
Jiangsu Xuzhou Tongshan District power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,34.1415,117.2003,,,,,,GEM_biomass_400
Jiangsu Yancheng Tinghu power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,33.4235,120.0059,,,,,,GEM_biomass_401
Jiangsu Yixing power station,Bioenergy,Steam Turbine,PP,CN,45.0,0.47,2019,,,31.3342,119.6514,,,,,,GEM_biomass_402
Jiangsu Zhangjiagang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,31.879,120.6302,,,,,,GEM_biomass_403
Jiangsu Zhangjiagang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,31.879,120.6302,,,,,,GEM_biomass_404
Jiangxi De'an power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,29.3899,115.7236,,,,,,GEM_biomass_405
Jiangxi Fengcheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,28.0692,115.7682,,,,,,GEM_biomass_406
Jiangxi Fuzhou Linchuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,28.0175,116.2956,,,,,,GEM_biomass_407
Jiangxi Gan County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2012,,,25.984,115.1423,,,,,,GEM_biomass_408
Jiangxi Ganzhou Nankang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,25.6684,114.7834,,,,,,GEM_biomass_409
Jiangxi Guixi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,28.2432,117.1461,,,,,,GEM_biomass_410
Jiangxi Hukou (Five Continents Special Paper) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,29.8223,116.3765,,,,,,GEM_biomass_411
Jiangxi Jiujiang (Taisheng) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,29.7361,115.8494,,,,,,GEM_biomass_412
Jiangxi Jiujiang (Taisheng) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,29.7361,115.8494,,,,,,GEM_biomass_413
Jiangxi Nanchang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,28.7325,115.7825,,,,,,GEM_biomass_414
Jiangxi Nanchang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,28.7325,115.7825,,,,,,GEM_biomass_415
Jiangxi Pengze power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,29.8485,116.4155,,,,,,GEM_biomass_416
Jiangxi Quanling County power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,28.3594,116.0651,,,,,,GEM_biomass_417
Jiangxi Rugao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,32.283,120.563,,,,,,GEM_biomass_418
Jiangxi Shangrao power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2020,,,28.3878,117.8487,,,,,,GEM_biomass_419
Jiangxi Shicheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,26.2296,116.3446,,,,,,GEM_biomass_420
Jiangxi Yongxin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,27.0395,114.3084,,,,,,GEM_biomass_421
Jilin Changling power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2011,,,44.2174,123.945,,,,,,GEM_biomass_422
Jilin Da'An Anguang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,45.5944,123.8025,,,,,,GEM_biomass_423
Jilin Dehui (Guoneng) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2013,,,44.5644,125.7067,,,,,,GEM_biomass_424
Jilin Dehui (Hengjian) power station,Bioenergy,Steam Turbine,PP,CN,31.5,0.47,2021,,,44.0995,125.3864,,,,,,GEM_biomass_425
Jilin Dehui (Hengjian) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2023,,,44.0995,125.3864,,,,,,GEM_biomass_426
Jilin Dehui power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,46.8506,126.5322,,,,,,GEM_biomass_427
Jilin Gongzhuling power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,43.5321,124.8702,,,,,,GEM_biomass_428
Jilin Huadian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,42.978,126.8546,,,,,,GEM_biomass_429
Jilin Huadian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,42.978,126.8546,,,,,,GEM_biomass_430
Jilin Huaide power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,43.8763,124.7551,,,,,,GEM_biomass_431
Jilin Huinan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,42.7097,126.0799,,,,,,GEM_biomass_432
Jilin Jiaohe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,43.7325,127.3374,,,,,,GEM_biomass_433
Jilin Jiaohe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,43.7325,127.3374,,,,,,GEM_biomass_434
Jilin Liaoyuan Longshan District power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,42.9245,125.2555,,,,,,GEM_biomass_435
Jilin Lishu power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2022,,,43.3275,124.1437,,,,,,GEM_biomass_436
Jilin Nong'an power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2011,,,44.4353,125.1734,,,,,,GEM_biomass_437
Jilin Nong'an power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,44.4353,125.1734,,,,,,GEM_biomass_438
Jilin Panshi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,42.9372,126.0068,,,,,,GEM_biomass_439
Jilin Qian Gorlos power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,45.0812,124.8799,,,,,,GEM_biomass_440
Jilin Qian'An power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,44.9158,124.0349,,,,,,GEM_biomass_441
Jilin Qian'An power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,44.9158,124.0349,,,,,,GEM_biomass_442
Jilin Shulan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,44.4191,126.9669,,,,,,GEM_biomass_443
Jilin Siping power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2011,,,43.5165,124.8587,,,,,,GEM_biomass_444
Jilin Siping Yitong Manchu Autonomous County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,43.4411,125.2808,,,,,,GEM_biomass_445
Jilin Siping Yitong Manchu Autonomous County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,43.4411,125.2808,,,,,,GEM_biomass_446
Jilin Songyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,45.2544,124.8511,,,,,,GEM_biomass_447
Jilin Taonan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,45.2721,122.8168,,,,,,GEM_biomass_448
Jilin Tongyu (Shanneng) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,44.8384,123.1252,,,,,,GEM_biomass_449
Jilin Wangqing power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,43.3005,129.8054,,,,,,GEM_biomass_450
Jilin Wangqing power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,43.3005,129.8054,,,,,,GEM_biomass_451
Jilin Yushu (Xinkai) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,44.807897,126.18566,,,,,,GEM_biomass_452
Jilin Zhenlai power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,45.8502,123.245,,,,,,GEM_biomass_453
Jinhai Mill power station,Bioenergy,Steam Turbine,PP,CN,120.0,0.47,2015,,,19.772636,109.18408,,,,,,GEM_biomass_454
Jinhai Mill power station,Bioenergy,Steam Turbine,PP,CN,120.0,0.47,2015,,,19.772636,109.18408,,,,,,GEM_biomass_455
Leiyang Baiyang power station,Bioenergy,Steam Turbine,PP,CN,45.0,0.47,2022,,,26.459482,112.868107,,,,,,GEM_biomass_456
Liaoning Beipiao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,41.8082,120.7441,,,,,,GEM_biomass_457
Liaoning Benxi power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2022,,,41.305,124.1196,,,,,,GEM_biomass_458
Liaoning Benxi power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2022,,,41.305,124.1196,,,,,,GEM_biomass_459
Liaoning Changtu power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,42.8329,124.1294,,,,,,GEM_biomass_460
Liaoning Chaoyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,41.2854,120.5687,,,,,,GEM_biomass_461
Liaoning Dalian power station,Bioenergy,Steam Turbine,PP,CN,60.0,0.47,2021,,,39.0672,121.5991,,,,,,GEM_biomass_462
Liaoning Donggang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,39.9482,124.1826,,,,,,GEM_biomass_463
Liaoning Fuxin Mongol Autonomous County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,41.8969,121.5487,,,,,,GEM_biomass_464
Liaoning Haicheng (Sanfeng) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,41.0805,122.791,,,,,,GEM_biomass_465
Liaoning Haicheng power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,40.8931,122.6897,,,,,,GEM_biomass_466
Liaoning Panjin power station,Bioenergy,Steam Turbine,PP,CN,60.0,0.47,2016,,,40.746,122.0617,,,,,,GEM_biomass_467
Liaoning Qingyuan power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,41.9918,124.4894,,,,,,GEM_biomass_468
Liaoning Shenbei New Area power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,42.0295,123.5925,,,,,,GEM_biomass_469
Liaoning Shenbei New Area power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,42.0295,123.5925,,,,,,GEM_biomass_470
Liaoning Shenyang Daxin power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,42.0023,123.4243,,,,,,GEM_biomass_471
Liaoning Shenyang Daxin power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,42.0023,123.4243,,,,,,GEM_biomass_472
Liaoning Shenyang Laohuchong power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,41.573,123.5667,,,,,,GEM_biomass_473
Liaoning Shenyang Laohuchong power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,41.573,123.5667,,,,,,GEM_biomass_474
Liaoning Tieling power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,42.2322,123.7515,,,,,,GEM_biomass_475
Liaoning Xifeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,42.7188,124.3314,,,,,,GEM_biomass_476
Ningxia Shizuishan Anneng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,39.1351,106.7125,,,,,,GEM_biomass_477
Qinghai Xining power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,36.7666,101.7042,,,,,,GEM_biomass_478
Qinghai Xining power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,36.7666,101.7042,,,,,,GEM_biomass_479
Shaanxi Chengcheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,35.1581,109.9253,,,,,,GEM_biomass_480
Shaanxi Dali power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,34.72,109.9326,,,,,,GEM_biomass_481
Shaanxi Lantian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,34.1359,109.1938,,,,,,GEM_biomass_482
Shaanxi Lantian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,34.1359,109.1938,,,,,,GEM_biomass_483
Shaanxi Liquan power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2020,,,34.6176,108.5591,,,,,,GEM_biomass_484
Shaanxi Luochuan power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2018,,,35.7805,109.4004,,,,,,GEM_biomass_485
Shaanxi Mian County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,33.1385,106.7608,,,,,,GEM_biomass_486
Shaanxi Qian County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2024,,,34.5225,108.2707,,,,,,GEM_biomass_487
Shaanxi Xi'an Baqiao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,34.2484,109.0904,,,,,,GEM_biomass_488
Shaanxi Xi'an Baqiao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,34.2484,109.0904,,,,,,GEM_biomass_489
Shaanxi Xixian New Area power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,34.4662,108.8845,,,,,,GEM_biomass_490
Shaanxi Xixian New Area power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,34.4662,108.8845,,,,,,GEM_biomass_491
Shandong Chengwu power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,35.0763,116.0232,,,,,,GEM_biomass_492
Shandong Dongping power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,35.8091,116.3975,,,,,,GEM_biomass_493
Shandong Fei County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,35.317,118.0599,,,,,,GEM_biomass_494
Shandong Gaotang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,36.8702,116.2261,,,,,,GEM_biomass_495
Shandong Haiyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,37.1116,121.0304,,,,,,GEM_biomass_496
Shandong Heze power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,35.2771,115.4035,,,,,,GEM_biomass_497
Shandong Huimin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2012,,,37.3594,117.5859,,,,,,GEM_biomass_498
Shandong Jiaozhou City (Everbright) power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,36.284727,120.12591,,,,,,GEM_biomass_499
Shandong Jiaozhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,36.289,120.1572,,,,,,GEM_biomass_500
Shandong Jiaozhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,36.289,120.1572,,,,,,GEM_biomass_501
Shandong Jinan Laiwu District power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,36.1795,117.5729,,,,,,GEM_biomass_502
Shandong Juancheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,35.5771,115.5687,,,,,,GEM_biomass_503
Shandong Kenli power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,37.5911,118.5428,,,,,,GEM_biomass_504
Shandong Laixi power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2017,,,36.7856,120.5195,,,,,,GEM_biomass_505
Shandong Laizhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,37.1865,119.9899,,,,,,GEM_biomass_506
Shandong Lanling power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2016,,,34.8444,117.9921,,,,,,GEM_biomass_507
Shandong Lanling power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2016,,,34.8444,117.9921,,,,,,GEM_biomass_508
Shandong Liangshan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,35.81,116.0292,,,,,,GEM_biomass_509
Shandong Linqing power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2015,,,36.7947,115.742,,,,,,GEM_biomass_510
Shandong Linyi (CECEP) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,35.1105,118.2322,,,,,,GEM_biomass_511
Shandong Linyi No.2 power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,35.3283,118.3094,,,,,,GEM_biomass_512
Shandong Linyi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2011,,,35.1073,118.356,,,,,,GEM_biomass_513
Shandong Linzi power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2018,,,36.9534,118.2977,,,,,,GEM_biomass_514
Shandong Linzi power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2018,,,36.9534,118.2977,,,,,,GEM_biomass_515
Shandong Ningyang (Ningyang Luju) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,35.8552,117.2236,,,,,,GEM_biomass_516
Shandong Ningyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2010,,,35.7638,116.8068,,,,,,GEM_biomass_517
Shandong Pingyi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,35.5104,117.765,,,,,,GEM_biomass_518
Shandong Pingyin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2013,,,36.2783,116.4331,,,,,,GEM_biomass_519
Shandong Qingdao (Kangheng) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,35.9385,119.96,,,,,,GEM_biomass_520
Shandong Qingdao (Kangheng) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,35.9385,119.96,,,,,,GEM_biomass_521
Shandong Qingdao Huangdao District (Hengyuan) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,36.013,120.1319,,,,,,GEM_biomass_522
Shandong Qingdao Huangdao District (Yitong Thermal Power) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,35.9405,120.0011,,,,,,GEM_biomass_523
Shandong Rizhao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,35.1647,119.2164,,,,,,GEM_biomass_524
Shandong Rongcheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,37.3811,122.5905,,,,,,GEM_biomass_525
Shandong Shan County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2006,,,34.796,116.0891,,,,,,GEM_biomass_526
Shandong Shanghe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,37.1485,117.1225,,,,,,GEM_biomass_527
